Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"Revensonová, Jody",Bestiá? Harryho Pottera,,9788073919818,"Nakladatelství Slovart, s.r.o.",14,208,?esk?,"Mozkomorové a domácí sk?ítci, jezerní lidé a draci ?ín?tí ohnivá?i - to je jen pár p?íklad? kouzeln?ch tvor? a stra?ideln?ch monster, jimi? spisovatelka J. K. Rowlingová zabydlela kouzeln? sv?t Harryho Pottera. Tvorové a zví?ata, jimi? se hem?í knihy a filmy o Harrym, jsou zábavní, velkolepí, d?siví i láskyplní. Jsou stejn? r?znorodí, jako povahy student? ?koly ?ar a kouzel v Bradavicích. Kniha Bestiá? Harryho Pottera nabízí zasv?cen? a komplexní vhled do fascinujícího procesu, b?hem n?ho? se poda?ilo p?ivést tento zv??inec v rámci veleúsp??né série film? o Harrym Potterovi k ?ivotu. Detailní profily v?ech tvor? obsahují vzácné v?tvarné koncepty, zákulisní fotografie a tajné recepty filma?? z archivu spole?nosti Warner Bros. Knihu dopl?uje samostatn? plakát s portréty v?ech tvor?.",,"Talián, Michael",,anglick?,2015
Thomas Laird,Bestie,,9788073032265,DOMINO,13,200,?esk?,"Rukou bestiálního vraha zem?elo sedm studentek zdravotní ?koly. Zlo?in se odehrál v ?edesát?ch letech a jako vy?et?ovatel byl k n?mu p?id?len Jake Parisi, Jimmyho otec. Poda?ilo se mu sice vypátrat pravd?podobného pachatele jménem Carl Anglin, ale sv?dkové, kte?í mohli dokázat Anglinovu vinu, se za?ali záhadn? ztrácet nebo umírat. Vzáp?tí tragicky zahynul i samotn? Jake – a po Anglinovi se slehla zem. O t?icet let pozd?ji do?lo k podobnému masakru a Jimmy Parisi je p?íli? zku?en? detektiv, ne? aby v??il na náhody. Rozhodne se dokon?it otcovu práci a znovu rozpoutá hon na Anglina. Brzy zjistí, ?e p?i tehdej?í krvavé lázni nezem?ely v?echny studentky, ale ?e jedna z?stala na?ivu. Jimmy i Anglin ji nutn? pot?ebují najít: Anglin proto, aby ji nav?dy uml?el, a Jimmy z ní hodlá u?init korunní sv?dkyni. Pro v?echny t?i aktéry za?íná zoufal? boj s ?asem… ",,Lucie Sou?ková,Season of the Assassin,anglick?,2005
"Dán, Dominik",Bestie,P?ípady Richarda Krauze,9788073884093,NAKLADATELSTVÍ XYZ s.r.o.,13,376,?esk?,"Nejúsp??n?j?í slovensk? spisovatel sou?asnosti, vystupující pod pseudonymem DOMINIK DÁN, vstoupil na ?esk? kni?ní trh s mimo?ádn? úsp??nou sérií detektivních román? s podtitulem P?ípady Richarda Krauze z ?eskoslovenského prost?edí. Po úsp??né první detektivce Kapitán Smrt (stále v prodeji) p?ichází s dal?ím drsn?m krimirománem s názvem Bestie, kter? se odehrává po amnestii v roce 1990, kdy se na svobodu dostalo mnoho zlo?inc?. Jeden z nich krvav? obkrou?il Evropu a vrací se dom?. Za sebou nechává odporn? zmasakrovaná a zneuct?ná ?enská t?la... Dominik Dán se té? autorsky podílel na slovensko-?eském koproduk?ním televizním seriálu Kriminálka Staré M?sto, inspirovaném kriminálními p?ípady v prost?edí Bratislavy. Seriál v sou?asné dob? uvádí ?eská televize.",,"?matlák, Josef",,slovensk?,2010
"Masson, Jeffrey M.",Bestie,,9788026900399,Baronet a.s.,13,208,?esk?,"Od autora bestseller? Kdy? sloni plá?ou a Psi v lásce nikdy nel?ou.   Na planet? Zemi ?ijí dva svrchovaní predáto?i, vybavení anatomicky nejslo?it?j?ím mozkem, jak? se v pozemské p?írod? kdy vyvinul: ?lov?k a kosatka dravá. Jen ve 20. století zabilo jedno z t?chto zví?at na 200 milion? p?íslu?ník? svého druhu, druhé ani jediného. Lidé se n??ím podstatn?m li?í... Ve sv?ch p?ede?l?ch publikacích Jeffrey M. Masson odhalil, co se m??eme od zví?at dov?d?t o na?ich emocích – nap?íklad o lásce, spokojenosti nebo smutku. Zví?ata nás v?ak mohou pou?it i o negativních emocích, jak?mi je vztek a agresivita. V této knize Masson vysv?tluje, ?e násilí, jak ho chápeme u voln? ?ijících tvor?, závisí p?edev?ím na úhlu pohledu. Projevy lidského nejpodlej?ího chování spojujeme se zví?aty, „bestiemi“, a sami sob? p?isuzujeme nejvy??í morální hodnoty. Podlehneme-li primitivním pud?m na?ich zví?ecích p?edk?, p?estáváme b?t lidmi. To je ov?em zásadní omyl.",,"Stárková, Ji?ina",Beasts: What Animals Can Teach Us About the Origins of Good and Evil,anglick?,2014
"Dán, Dominik",Bestie,,9788073919290,"Nakladatelství Slovart, s.r.o.",13,280,?esk?,"Brilantní detektivní román Bestie se odehrává po velk?ch spole?ensk?ch zm?nách, p?esn?ji po sametové revoluci a následné amnestii v roce 1990, po ní? se na svobodu dostává mnoho nenapraviteln?ch zlo?inc?. N?kte?í vyu?ijí pádu ?elezné opony a opou?tí republiku. Za jedním z nich se p?es polovinu Evropy táhne krvavá stopa, která se ale vrací dom?. Recidivista po sob? zanechává zmasakrovaná a zneu?itá t?la ?en, ale ?ádné otisky prst?. Kriminalist?m ale p?ichází na pomoc nová metoda - anal?za DNA. Na atraktivit? knize dodávají i zm?ny perspektivy vypráv?ní, st?ídav? sledujeme vrahovy ?iny, Hlas, kter? ho nutí vra?dit, a snahu detektiv? chytit bestii v lidské t?le...",,"?matlák, Josef",,slovensk?,2015
"Dark, Jason",Bestie úto?í,Na stop? hr?zy John Sinclair,9788024307374,"Moravská Bastei MOBA, s.r.o.",13,160,?esk?,"Do nerozlu?ného kvarteta kamarád? pat?il je?t? p?ed n?kolika dny i Ace Lintock. Te? je v?ak mrtev. Zem?el v pa?átech netvora nepopsateln? brutálním zp?sobem. Jeho p?átelé se rozhodli bestii najít a zni?it. Ve skute?nosti v?ak ani nev?d?li, koho honí. John Sinclair a jeho p?ítel Suko tu?ili, ?e netvor je ve slu?bách Mandragory a je?t? zdaleka není syt?...",,Jaromír Bla?ke,,n?meck?,2006
"Hammer, Liselotte - Hammer, Soren",Bestie uvnit?,,9788072945825,"HOST - vydavatelství, s. r. o.",13,411,?esk?,"Jednoho rána vb?hnou d?ti do ?kolní t?locvi?ny a spat?í n?co hrozného: ze stropu tam visí p?t nah?ch znetvo?en?ch mu?sk?ch t?l. Na místo je povolán komisa? Simonsen se sv?m t?mem z koda?ského odd?lení vra?d. V?slechy brzy odhalí prvního podez?elého: ?kolníka Pera Clausena. Ten sice nevypadá jako bestiální vrah, ale od za?átku je patrné, ?e ví víc, ne? prozradil. Pátrání dlouho nep?iná?í odpov?di na základní otázky: Co bylo motivem? A pro? byla vra?da p?ti mu?? pe?liv? naaran?ována jako hromadná poprava?  D?íve ne? od policie získává dánská ve?ejnost informace z rafinované kampan? v tisku a cel? p?ípad se rázem jeví ve zcela jiné perspektiv?. Je mo?né, aby vrah byl zárove? ob?tí? A kdo bude nakonec rozhodovat o vin? a nevin? – média, ve?ejné mín?ní, nebo Konrad Simonsen a jeho t?m?",,"Weberová, Michaela",,dánsk?,2012
Jack Yeovil,Bestie v sametu,,9788073320409,Bohuslav Svoboda - POLARIS,13,272,?esk?,Temná fantasy ze sv?ta Warhammeru.,,Leona Mal?íková,Beasts in Velvet,anglick?,2004
"Rucká, Renata",Bestseller o ?ivot? 2,aneb konec Institutu rehabilitace zrakov? posti?en?ch v ?echách,9788073541385,Nakladatelství ?imon Ry?av?,2,128,?esk?,"Kniha nese podtitul Konec Institutu rehabilitace zrakov? posti?en?ch v ?echách. Úst?ední motto knihy zní: „To jsem musela oslepnout, abych mohla koukat jako blázen?“ Tato publikace je o kráse i strastech ?ivota vid?n?ch o?ima nevidomé ?eny. Pro? musel zaniknout Institut rehabilitace zrakov? posti?en?ch? To je hlavní otázka, kterou si klade nevidomá autorka Renata Rucká ve volném pokra?ování knihy Bestseller o ?ivot?, vydané v roce 2004. Op?t se jedná o dílo autobiografické, prozrazující autor?in nesporn? vyprav??sk? talent. Av?ak na rozdíl od prvního dílu, kter? byl osobní zpov?dí, se p?íb?h nyní soust?e?uje hlavn? na pravdivé vylí?ení neúsp??ného boje za záchranu instituce, která se profesionáln? zab?vala v?chovou odborník? na v?uku prostorové orientace nevidom?ch.",,,,,2015
"Fischerová-Kv?chová, Marie",Betlém,,9788071859345,Paseka,9,6,?esk?,Tradi?ní Betlém známé ilustrátorky Marie Fischerové-Kv?chové obsahující 58 figurek a plánek k sestavení.,,,,,2008
"Kafka, Lubo? - Petrá?, Tomá?",Betlemá?i,Kapitoly z historie a sou?asnosti tvorby betlém?,9788087112212,"Etnologick? ústav AV ?R, v.v.i.",2,223,?esk?,"Kniha je v?nována problematice ?eského betlemá?ství, p?edev?ím tvorb? sou?asn?ch tv?rc?, kte?í rozvíjejí historické tradice v?roby i stav?ní betlém?. P?iná?í kapitoly o soudobé produkci ve vybran?ch betlemá?sk?ch centrech. Dále se auto?i v?nují specifick?m otázkám, jako jsou mechanické betlémy, tvorba betlém? z netradi?ních materiál?, vznik betlemá?ské tradice a její mezigenera?ní p?enos. Publikace obsahuje 2DVD s 8 dokumentárními filmy o betlémech a betlemá?ích.",,,,,2009
"Wood, Tim",Betlémek,,9788071955849,Karmelitánské nakladatelství,14,8,?esk?,"Otá?ejte s d?tmi stránku za stránkou a p?e?t?te si p?íb?h o narození Je?í?ka. Kdy? oto?íte celou kní?ku a roztáhnete ji, uvidíte velk? obrázek Betléma s Je?í?kem, Marií, Josefem, past??i a mudrci.","Daviesová, Kate","Schrötterová, Pavla",The Christmas Baby,anglick?,2012
,Betlémská flétna a jiné váno?ní p?íb?hy,,9788071954552,Karmelitánské nakladatelství,13,67,?esk?,"Váno?ní p?íb?hy r?zn?ch autor? z r?zn?ch dob a kout? sv?ta spojuje romantické kouzlo Vánoc, v jejich? ?ase se v?echny p?íb?hy odehrávají.",,,,,2010
MOLNAR R.Michael,Betlémská hv?zda,,9788020014733,Academia,3,216,?esk?,"Krom? p?vodních v?klad? zjevení betlémské hv?zdy shromá?dil ohromující mno?ství astrologick?ch a numismatick?ch údaj?, z nich? mnohé budou nové i pro odborníky. S pomocí astronomick?ch, astrologick?ch i historick?ch fakt? splétá napínav?, tém?? detektivní p?íb?h jednoho z nejv?t?ích mystérií a hledá odpov?? na otázku, která po celé v?ky fascinovala k?es?ansk? sv?t: Co p?ivedlo mudrce do Betléma? ",,,,,2006
"Rees, Matt Beynon",Betlémské vra?dy,,9788024221038,Euromedia Group k.s.,13,240,?esk?,"Betlémské vra?dy, spojující tradici drsné ?koly s aktuálním spole?ensk?m tématem, nejsou pouh?m p?íb?hem s detektivní zápletkou odehrávajícím se uprost?ed jednoho z nejdéle trvajících mocensk?ch a nábo?ensk?ch spor? v sou?asném sv?t?. Nabízejí mo?nost pohlédnout zevnit? na ka?dodenní ?ivot a osudy normálních lidí v nenormální dob? a spolupro?ít jejich morální bitvy, prohry a vít?zství.",,"Trávní?kovi, Libu?e a Lubo?",The Collaborator of Bethlehem,anglick?,2008
"Pekárková, Iva",Beton,"Povídky z ?ech, New Yorku, Lond?na a Afriky",9788020434746,"Mladá fronta, a.s.",13,288,?esk?,"Iva Pekárková dlouho tvrdila, ?e zatímco se v cizin? – v Americe, v Anglii, v Nigérii – p?íb?hy doslova válejí na ulicích a sta?í se pro n? sh?bnout a zmocnit se jich, v ?eském prost?edí se p?íb?h? nedostává. Pak se ale podívala líp – a vida, i v ?echách a na Morav? se daly nalézt p?íb?hy. N?které star?ího data, jiné nové a je?t? jiné sice z doby moderní, ale takové, co se v nich odrá?ela minulost. K domácím p?íb?h?m jsme p?idali i vybrané zahrani?ní – z New Yorku, Lond?na i Nigérie. Ve v?t?in? z nich se ze v?emo?n?ch úhl? probírá oblíbené velké téma Ivy Pekárkové: prolínání a st?ety kultur na celém sv?t?.",,,,,2014
"Ren?ín, Pavel","Beton, kosti a sny",,9788025701546,Argo spol. s r.o.,13,205,?esk?,"Deset let uplynulo od chvíle, kdy Pavel Ren?ín vydal svou první povídku. Tento sborník je v?b?rem toho nejlep?ího, co za tu dobu napsal. Ka?dá z povídek je sklí?kem pestré mozaiky - jedna vás zamrazí, druhá p?ekvapí a t?etí zanechá prchavou lítost. N?které jsou poetické, dal?í napínavé ?i dobrodru?né. Jedno ale mají v?echny spole?né: prolínání reality a fikce. Hledání fantazie ve sv?t? kolem nás.",,,,,2009
"Procházka, Jaroslav – ?mejkal, Ji?í",Betoná?ská v?ztu?,Trendy v?roby a spojování,9788001042601,?eské vysoké u?ení technické  v Praze,5,152,?e?tina,"Tato publikace upozor?uje na evropské trendy ve v?rob? betoná?sk?ch v?stu?í a návazné evropské a národní normy, uvádí p?ehled dostupné betoná?ské v?stu?e, její zna?ení a základní charakteristiky nutné pro navrhování.",,,,,2009
"Trojan, Emil",Betonová hranice IV,?eskoslovenské pohrani?ní opevn?ní 1936 - 1938,9788086845241,"OFTIS, s.r.o.",999,144,?esk?,"?tvrté pokra?ování t?ech ji? vy?l?ch obrazov?ch publikací o na?em pohrani?ním opevn?ní, která byla budována na na?em území p?ed II. sv?tovou válkou. Je zde uvedeno 407 ks p?evá?n? dodov?ch fotografií z archivu autora, mezi nimi? jsou p?edev?ím velice cen?ny dosud nikdy neuve?ejn?né unikátní snímky.",,,,,2005
McEwan Ian,Betonová zahrada,,9788086938066,Euromedia Group k.s.,13,128,?esk?,"Proslul? román Iana McEwana Betonová zahrada byl sice poprvé uve?ejn?n ji? roku 1978, od té doby v?ak nic neztratil ze své zvlá?tní, ?eklo by se ""nemorální"" naléhavosti. Sv?d?í o tom nejenom stejnojmenn? film Andrewa Birkina nato?en? v roce 1993, ale p?edev?ím neutuchající ?tená?ská obliba, kterou si tento temn? p?íb?h získal. Tematizace sexu a násilí, záliba v p?ekra?ování spole?ensk?ch tabu, sou?asn? v?ak i precizní styl a rozumov? chladn? odstup - to v?e autorovi vyneslo p?ídomek ""básník perverze"". Ov?em McEwanov?m zám?rem není samoú?elné pitvání odvrácené strany lidské du?e. Jde mu o to postihnout - t?eba i v ironické nadsázce, která se leckomu m??e zdát d?sivá - n?které z p?íznak? na?eho moderního, slo?itého sv?ta. ?ty?i nedosp?lí sourozenci se po smrti rodi?? rozhodnou ?ít sami a po svém v rodinném dom? uprost?ed tak?ka opu?t?né p?ím?stské zástavby. ?as peskování a v?chovn?ch opat?ení vyst?ídala volnost, místo svazujících povinností je te? d?le?it?j?í hra. Hra na dosp?lé. Jak dlouho se d?tem poda?í svou nezávislost p?ed okolím uhájit? A jakou roli sehraje v jejich mrazivém dobrodru?ství incest? ",Ivan Br?ha (obálka),Marie Brabencová-Válková,The Cement Garden,anglick?,2005
"McEwan, Ian",Betonová zahrada,,9788020716248,Euromedia Group k.s.,13,160,?esk?,"?ty?i nedosp?lí sourozenci se po smrti rodi?? rozhodnou ?ít sami a po svém v rodinném dom? uprost?ed tak?ka opu?t?né p?ím?stské zástavby. ?as peskování a v?chovn?ch opat?ení vyst?ídala volnost, místo svazujících povinností je te? d?le?it?j?í hra – hra na dosp?lé. Proslul? román Iana McEwana byl sice poprvé uve?ejn?n ji? roku 1978, od té doby v?ak neztratil nic ze své zvlá?tní, „nemorální“ naléhavosti.",,"?enky?ík, Ladislav",The Cement Garden,anglick?,2015
"Procházka, Jaroslav - Kohoutková, Alena - Hanzlová, Hana - Va?ková, Jitka a kol.",Betonové konstrukce - textové materiály,,9788001041314,?eské vysoké u?ení technické  v Praze,5,214,?esk?,"V?stup projektu Dal?í vzd?lávání pedagog? v oblasti navrhování stavebních konstrukcí podle evropsk?ch norem, kter? je zam??en na dal?í vzd?lávání pedagog? pro oblast hl. m. Prahy.",,,,,2010
"Procházka, Jaroslav - Hanzlová, Hana - Broukalová, Iva - ?temberk, Petr",Betonové konstrukce - vzorové p?íklady,,9788001041246,?eské vysoké u?ení technické  v Praze,5,173,?esk?,"V?stup projektu Dal?í vzd?lávání pedagog? v oblasti navrhování stavebních konstrukcí podle evropsk?ch norem, kter? je zam??en na dal?í  vzd?lávání pedagog? pro oblast hl. m?sta Prahy.",,,,,2010
"?afá?, Roman – ?ech, Jind?ich – Bártová, Jana",Betonové mosty 2,Návrh p?edpjatého mostu podle Eurokód?. Cvi?ení,9788001044339,?eské vysoké u?ení technické  v Praze,17,231,?esk?,U?ební texty jsou ur?eny poslucha??m 1. ro?níku Fakulty stavební ?eského vysokého u?ení technického v Praze.,,,,,2009
"KLABLENA, Petr., PROCHÁZKA, Jaroslav., ?T?PÁNEK, Pet",Betonové pr?myslové podlahy,,9788086769738,"Informa?ní centrum ?KAIT, s. r. o.",5,142,,"Pr?myslové podlahy popisovaného typu se v na?í republice za?aly budovat a? koncem osmdesát?ch let minulého století. Podlahy pou?ívané v pr?myslov?ch a skladov?ch halách jsou vystaveny extrémním zatí?ením a musí vyhovovat podmínkám rovinatosti. Auto?i podávají souhrn informací o zatí?ení, v?po?tu vnit?ních sil a p?etvo?ení, dimenzování podlahov?ch desek a o technologii.",,,,,2006
"Drábek, Antonín",Betsabé aneb Zamilovan? král,,9788087283301,BALT-EAST,13,62,?esk?,"Betsabé aneb Zamilovan? král je hra o jednom d?jství, napsaná ve ver?ích, opírající se o p?íb?h Davida a Betsabé z bible (Kralická bible). Jde o milostné drama, druhé vydání bylo roz?í?eno o úvod a záv?r.","Kejzlarová, Markéta",,,,2010
,Beyond AI,Artifical Dreams,9788026101024,Západo?eská univerzita v Plzni,17,142,?esk?,Sborník z konference.,,,,,2012
,Beyond AI: Artifical Golem Intelligence 2013,,9788026102755,Západo?eská univerzita v Plzni,17,138,anglick?,Sborník z mezinárodní konference.,,,,,2013
"Butler, Peter",Beyond Decadence,Exposing the Narrative Irony in Jan Opolsk?'s Prose,9788024625713,Karolinum,12,254,anglick?,"Jan Opolsky has long been considered to be little more than an epigon of the Czech Decadence. By detailed analysis of his prose, this book aims to show that Opolsky is a master of sustained narrative irony and an accomplished writer in his own right. Introduction brings an overview of Czech Decadent/Symbolist literature and art in an European perspective. The first monograph evaluates archival sources, private correspondence with other literary figures and includes classified bibliography of Opolsky.",,,,,2015
"Reinerová, Lenka",Bez adresy,Neskute?n? skute?né p?íb?hy,9788071853862,Paseka,13,208,?esk?,"V?bor z autobiograficky lad?n?ch povídek Lenky Reinerové - autorky, její? nedávno vydaná vzpomínková kní?ka Kavárna nad Prahou vzbudila zna?n? ?tená?sk? i kritick? ohlas. N?mecky pí?ící prozai?ka, jí? bylo v ?eskoslovensku normaliza?ní éry znemo?n?no publikovat, si od poloviny 80. let získala po?etné publikum v N?mecku, kde vydala ?adu vzpomínkov?ch próz.",,Z n?m?iny p?elo?ila Olga Walló.,v?bor z r?zn?ch povídkov?ch soubor?,,2001
"Lane, Lex",Bez centu v kapse,,9788024339528,"Moravská Bastei MOBA, s.r.o.",13,50,?esk?,"Kdy? Wes Britten, p?ezdívan? Tygr, vyrazí do Laramie na pomoc starému p?íteli Nickovi, ?eká ho tu nejedno p?ekvapení. Nicka ji? neshledá mezi ?iv?mi, celé m?sto je ovládáno pistolníky Marka Orda, jeho? cti?ádostivé ?iny jsou ovládány touhou po dávné Wesov? ctitelce – Gambler Lady Janet. Pom??e Wesovi hv?zda ?erifa ke znovunastolení práva?",,"Pavka, Marek",,n?meck?,2010
"Mahmoodyová, Betty",Bez dcerky neodejdu,,9788024922317,Euromedia Group k.s.,13,368,?esk?,"Kdy? si energická  Ameri?anka Betty brala svého o?et?ujícího léka?e, netu?ila, ?e pohledn? a pozorn? Moody jí uká?e i svou druhou tvá?. Kdy? po t?ech letech odcestují na dovolenou k man?elov? rodin? do Teheránu, Betty zjistí, ?e se i s dcerkou ocitla v absurdním nelidském poddanství. Nové vydání celosv?tového bestselleru, kter? byl i úsp??n? zfilmován.",,"Thomasová, Anna",Not Without My Daughter,anglick?,2013
"Kessler, Berit - Rygiert, Beate",Bez d?tí neodejdu,,9788074669309,"Alpress, spol. s r. o.",13,312,?esk?,"Berit se provdala za beduína Salima. Kdy? jí do?ly úspory, man?elovo chování se prudce zm?nilo. Je zcela odkázána na mu?e, s d?tmi ?ije v neza?ízeném byt?. Následuje fyzické t?rání a znásil?ování, z n?ho? se narodí t?etí syn. Berit chce zpátky do N?mecka a po úporn?ch bojích s izraelsk?mi ú?ady nakonec získá souhlas s návratem, ale bez d?tí. Její zápas nekon?í…",,,,,2015
